# extreme seed=2 started 2026-02-25T09:28:35.983828
# cmd: C:\Users\btisl\miniconda3\python.exe -m simulation.engine --seed 2 --epochs 500 --episodes 10 --protocol 1 --declare-cost 1.0 --query-cost 5.0 --respond-cost 0.3 --output-dir D:\Claude_Code\project_7\dynamic-cross-origin-constraint\data\campaign\extreme\seed_02

Epoch   0 | Survival: 0.40 | Target: 0.40 | Reward A: 56.687 | H: 1.091
Epoch   1 | Survival: 0.00 | Target: 0.00 | Reward A: 49.825 | H: 1.088
Epoch   2 | Survival: 0.10 | Target: 0.10 | Reward A: 49.664 | H: 1.090
Epoch   3 | Survival: 0.60 | Target: 0.60 | Reward A: 36.581 | H: 1.082
Epoch   4 | Survival: 0.00 | Target: 0.00 | Reward A: 56.212 | H: 1.086
Epoch   5 | Survival: 0.30 | Target: 0.30 | Reward A: 29.540 | H: 1.079
Epoch   6 | Survival: 0.20 | Target: 0.20 | Reward A: 41.858 | H: 1.071
Epoch   7 | Survival: 0.00 | Target: 0.00 | Reward A: 38.065 | H: 1.069
Epoch   8 | Survival: 0.60 | Target: 0.60 | Reward A: 26.703 | H: 1.079
Epoch   9 | Survival: 0.10 | Target: 0.10 | Reward A: 50.233 | H: 1.080
Epoch  10 | Survival: 0.10 | Target: 0.10 | Reward A: 60.093 | H: 1.083
Epoch  11 | Survival: 0.50 | Target: 0.50 | Reward A: 60.398 | H: 1.069
Epoch  12 | Survival: 0.40 | Target: 0.40 | Reward A: 47.793 | H: 1.066
Epoch  13 | Survival: 0.70 | Target: 0.70 | Reward A: 37.517 | H: 1.054
Epoch  14 | Survival: 0.60 | Target: 0.60 | Reward A: 63.608 | H: 1.036
Epoch  15 | Survival: 0.20 | Target: 0.20 | Reward A: 63.633 | H: 1.037
Epoch  16 | Survival: 0.00 | Target: 0.00 | Reward A: 42.383 | H: 1.032
Epoch  17 | Survival: 0.40 | Target: 0.40 | Reward A: 43.682 | H: 1.026
Epoch  18 | Survival: 0.10 | Target: 0.10 | Reward A: 68.137 | H: 1.020
Epoch  19 | Survival: 0.00 | Target: 0.00 | Reward A: 70.917 | H: 1.008
Epoch  20 | Survival: 0.10 | Target: 0.10 | Reward A: 68.580 | H: 1.000
