# high_pressure seed=10 started 2026-02-25T01:27:05.028791
# cmd: C:\Users\btisl\miniconda3\python.exe -m simulation.engine --seed 10 --epochs 500 --episodes 10 --protocol 1 --declare-cost 1.0 --query-cost 3.0 --respond-cost 0.5 --output-dir D:\Claude_Code\project_7\dynamic-cross-origin-constraint\data\campaign\high_pressure\seed_10

Epoch   0 | Survival: 0.60 | Target: 0.60 | Reward A: 33.828 | H: 1.092
Epoch   1 | Survival: 0.30 | Target: 0.30 | Reward A: 71.310 | H: 1.071
Epoch   2 | Survival: 0.00 | Target: 0.00 | Reward A: 66.175 | H: 1.069
Epoch   3 | Survival: 0.60 | Target: 0.60 | Reward A: 53.809 | H: 1.061
Epoch   4 | Survival: 0.70 | Target: 0.70 | Reward A: 45.121 | H: 1.082
Epoch   5 | Survival: 0.30 | Target: 0.30 | Reward A: 54.828 | H: 1.043
Epoch   6 | Survival: 0.10 | Target: 0.10 | Reward A: 68.242 | H: 1.039
Epoch   7 | Survival: 0.20 | Target: 0.20 | Reward A: 47.490 | H: 1.077
Epoch   8 | Survival: 0.10 | Target: 0.10 | Reward A: 40.987 | H: 1.013
Epoch   9 | Survival: 0.20 | Target: 0.20 | Reward A: 43.923 | H: 0.985
Epoch  10 | Survival: 0.10 | Target: 0.10 | Reward A: 48.141 | H: 1.030
Epoch  11 | Survival: 0.00 | Target: 0.00 | Reward A: 51.878 | H: 1.051
Epoch  12 | Survival: 0.00 | Target: 0.00 | Reward A: 53.438 | H: 1.042
Epoch  13 | Survival: 0.00 | Target: 0.00 | Reward A: 53.956 | H: 1.026
Epoch  14 | Survival: 0.00 | Target: 0.00 | Reward A: 34.955 | H: 1.019
Epoch  15 | Survival: 0.00 | Target: 0.00 | Reward A: 46.997 | H: 1.029
Epoch  16 | Survival: 0.20 | Target: 0.20 | Reward A: 49.361 | H: 1.042
Epoch  17 | Survival: 0.00 | Target: 0.00 | Reward A: 71.739 | H: 1.022
Epoch  18 | Survival: 1.00 | Target: 1.00 | Reward A: 2.427 | H: 1.024
Epoch  19 | Survival: 0.50 | Target: 0.50 | Reward A: 65.116 | H: 0.969
Epoch  20 | Survival: 0.30 | Target: 0.30 | Reward A: 30.784 | H: 0.954
Epoch  21 | Survival: 0.10 | Target: 0.10 | Reward A: 71.983 | H: 1.015
Epoch  22 | Survival: 0.00 | Target: 0.00 | Reward A: 65.423 | H: 0.968
Epoch  23 | Survival: 0.00 | Target: 0.00 | Reward A: 40.264 | H: 0.948
Epoch  24 | Survival: 0.10 | Target: 0.10 | Reward A: 34.014 | H: 0.940
Epoch  25 | Survival: 0.10 | Target: 0.10 | Reward A: 57.192 | H: 0.972
Epoch  26 | Survival: 0.10 | Target: 0.10 | Reward A: 30.715 | H: 0.972
Epoch  27 | Survival: 0.00 | Target: 0.00 | Reward A: 65.600 | H: 0.956
Epoch  28 | Survival: 0.00 | Target: 0.00 | Reward A: 40.460 | H: 0.913
Epoch  29 | Survival: 0.70 | Target: 0.70 | Reward A: 32.359 | H: 0.977
Epoch  30 | Survival: 0.30 | Target: 0.30 | Reward A: 47.194 | H: 0.953
Epoch  31 | Survival: 0.20 | Target: 0.20 | Reward A: 25.316 | H: 0.912
Epoch  32 | Survival: 0.10 | Target: 0.10 | Reward A: 55.675 | H: 0.964
Epoch  33 | Survival: 0.70 | Target: 0.70 | Reward A: 40.501 | H: 0.910
Epoch  34 | Survival: 0.20 | Target: 0.20 | Reward A: 51.160 | H: 0.927
Epoch  35 | Survival: 0.00 | Target: 0.00 | Reward A: 59.834 | H: 0.938
Epoch  36 | Survival: 0.30 | Target: 0.30 | Reward A: 42.044 | H: 0.892
Epoch  37 | Survival: 0.10 | Target: 0.10 | Reward A: 48.875 | H: 0.890
Epoch  38 | Survival: 0.10 | Target: 0.10 | Reward A: 33.190 | H: 0.819
Epoch  39 | Survival: 0.10 | Target: 0.10 | Reward A: 64.831 | H: 0.911
Epoch  40 | Survival: 0.00 | Target: 0.00 | Reward A: 37.572 | H: 0.861
Epoch  41 | Survival: 0.00 | Target: 0.00 | Reward A: 32.400 | H: 0.880
Epoch  42 | Survival: 0.00 | Target: 0.00 | Reward A: 71.158 | H: 0.856
Epoch  43 | Survival: 0.00 | Target: 0.00 | Reward A: 49.856 | H: 0.870
Epoch  44 | Survival: 0.20 | Target: 0.20 | Reward A: 62.542 | H: 0.846
Epoch  45 | Survival: 0.00 | Target: 0.00 | Reward A: 72.416 | H: 0.827
Epoch  46 | Survival: 0.50 | Target: 0.50 | Reward A: 24.524 | H: 0.879
Epoch  47 | Survival: 0.30 | Target: 0.30 | Reward A: 64.461 | H: 0.845
