# baseline seed=0 started 2026-02-24T07:05:44.794639
# cmd: C:\Users\btisl\miniconda3\python.exe -m simulation.engine --seed 0 --epochs 500 --episodes 10 --protocol 1 --declare-cost 1.0 --query-cost 1.5 --respond-cost 0.8 --output-dir D:\Claude_Code\project_7\dynamic-cross-origin-constraint\data\campaign\baseline\seed_00

Epoch   0 | Survival: 0.70 | Target: 0.70 | Reward A: 44.194 | H: 1.082
Epoch   1 | Survival: 0.20 | Target: 0.20 | Reward A: 45.625 | H: 1.076
Epoch   2 | Survival: 0.10 | Target: 0.10 | Reward A: 62.042 | H: 1.073
Epoch   3 | Survival: 0.00 | Target: 0.00 | Reward A: 54.536 | H: 1.077
Epoch   4 | Survival: 0.00 | Target: 0.00 | Reward A: 75.153 | H: 1.065
Epoch   5 | Survival: 0.50 | Target: 0.50 | Reward A: 33.254 | H: 1.067
Epoch   6 | Survival: 0.10 | Target: 0.10 | Reward A: 65.566 | H: 1.055
Epoch   7 | Survival: 0.20 | Target: 0.20 | Reward A: 36.914 | H: 1.072
Epoch   8 | Survival: 0.10 | Target: 0.10 | Reward A: 27.909 | H: 1.055
Epoch   9 | Survival: 0.00 | Target: 0.00 | Reward A: 36.288 | H: 1.032
Epoch  10 | Survival: 0.70 | Target: 0.70 | Reward A: 30.710 | H: 1.018
Epoch  11 | Survival: 0.20 | Target: 0.20 | Reward A: 73.454 | H: 1.013
Epoch  12 | Survival: 0.10 | Target: 0.10 | Reward A: 64.396 | H: 1.026
Epoch  13 | Survival: 0.40 | Target: 0.40 | Reward A: 53.894 | H: 1.031
Epoch  14 | Survival: 0.10 | Target: 0.10 | Reward A: 63.709 | H: 1.034
Epoch  15 | Survival: 0.30 | Target: 0.30 | Reward A: 47.481 | H: 1.029
Epoch  16 | Survival: 0.40 | Target: 0.40 | Reward A: 50.853 | H: 1.026
Epoch  17 | Survival: 0.20 | Target: 0.20 | Reward A: 51.984 | H: 1.044
Epoch  18 | Survival: 0.00 | Target: 0.00 | Reward A: 33.019 | H: 1.014
Epoch  19 | Survival: 0.20 | Target: 0.20 | Reward A: 57.885 | H: 1.033
Epoch  20 | Survival: 0.00 | Target: 0.00 | Reward A: 46.492 | H: 0.997
Epoch  21 | Survival: 0.00 | Target: 0.00 | Reward A: 51.845 | H: 1.018
Epoch  22 | Survival: 0.00 | Target: 0.00 | Reward A: 55.701 | H: 1.016
Epoch  23 | Survival: 0.20 | Target: 0.20 | Reward A: 54.795 | H: 1.019
Epoch  24 | Survival: 0.00 | Target: 0.00 | Reward A: 41.034 | H: 1.002
Epoch  25 | Survival: 0.00 | Target: 0.00 | Reward A: 50.110 | H: 1.025
Epoch  26 | Survival: 0.00 | Target: 0.00 | Reward A: 63.846 | H: 1.047
Epoch  27 | Survival: 0.40 | Target: 0.40 | Reward A: 63.794 | H: 1.004
Epoch  28 | Survival: 0.90 | Target: 0.90 | Reward A: 5.319 | H: 1.008
Epoch  29 | Survival: 0.00 | Target: 0.00 | Reward A: 37.890 | H: 0.984
Epoch  30 | Survival: 0.10 | Target: 0.10 | Reward A: 49.898 | H: 1.033
Epoch  31 | Survival: 0.00 | Target: 0.00 | Reward A: 53.426 | H: 1.026
Epoch  32 | Survival: 0.00 | Target: 0.00 | Reward A: 67.897 | H: 0.974
Epoch  33 | Survival: 0.00 | Target: 0.00 | Reward A: 56.402 | H: 1.017
Epoch  34 | Survival: 0.00 | Target: 0.00 | Reward A: 36.241 | H: 0.973
Epoch  35 | Survival: 0.10 | Target: 0.10 | Reward A: 54.873 | H: 0.993
Epoch  36 | Survival: 0.10 | Target: 0.10 | Reward A: 56.904 | H: 0.969
Epoch  37 | Survival: 0.30 | Target: 0.30 | Reward A: 60.730 | H: 0.962
Epoch  38 | Survival: 0.00 | Target: 0.00 | Reward A: 56.575 | H: 0.942
Epoch  39 | Survival: 0.40 | Target: 0.40 | Reward A: 44.450 | H: 0.959
Epoch  40 | Survival: 0.30 | Target: 0.30 | Reward A: 57.553 | H: 0.939
Epoch  41 | Survival: 0.60 | Target: 0.60 | Reward A: 23.814 | H: 0.940
Epoch  42 | Survival: 0.20 | Target: 0.20 | Reward A: 58.956 | H: 0.950
Epoch  43 | Survival: 0.40 | Target: 0.40 | Reward A: 66.765 | H: 0.916
Epoch  44 | Survival: 0.30 | Target: 0.30 | Reward A: 58.313 | H: 0.952
Epoch  45 | Survival: 0.10 | Target: 0.10 | Reward A: 72.678 | H: 0.938
Epoch  46 | Survival: 0.30 | Target: 0.30 | Reward A: 63.201 | H: 0.924
Epoch  47 | Survival: 0.00 | Target: 0.00 | Reward A: 63.697 | H: 0.926
Epoch  48 | Survival: 0.00 | Target: 0.00 | Reward A: 41.980 | H: 0.922
Epoch  49 | Survival: 0.20 | Target: 0.20 | Reward A: 70.636 | H: 0.949
Epoch  50 | Survival: 0.00 | Target: 0.00 | Reward A: 31.482 | H: 0.923
Epoch  51 | Survival: 0.00 | Target: 0.00 | Reward A: 55.492 | H: 0.934
Epoch  52 | Survival: 0.10 | Target: 0.10 | Reward A: 65.354 | H: 0.949
Epoch  53 | Survival: 0.20 | Target: 0.20 | Reward A: 64.692 | H: 0.963
Epoch  54 | Survival: 0.30 | Target: 0.30 | Reward A: 54.710 | H: 0.939
Epoch  55 | Survival: 0.00 | Target: 0.00 | Reward A: 47.537 | H: 0.953
Epoch  56 | Survival: 0.50 | Target: 0.50 | Reward A: 39.577 | H: 0.943
Epoch  57 | Survival: 0.50 | Target: 0.50 | Reward A: 54.114 | H: 0.948
Epoch  58 | Survival: 0.70 | Target: 0.70 | Reward A: 41.175 | H: 0.951
Epoch  59 | Survival: 0.00 | Target: 0.00 | Reward A: 37.567 | H: 0.952
Epoch  60 | Survival: 0.00 | Target: 0.00 | Reward A: 51.691 | H: 0.942
Epoch  61 | Survival: 0.90 | Target: 0.90 | Reward A: 40.169 | H: 0.963
Epoch  62 | Survival: 0.00 | Target: 0.00 | Reward A: 50.416 | H: 0.942
Epoch  63 | Survival: 0.50 | Target: 0.50 | Reward A: 56.166 | H: 0.949
Epoch  64 | Survival: 0.20 | Target: 0.20 | Reward A: 71.775 | H: 0.959
Epoch  65 | Survival: 0.00 | Target: 0.00 | Reward A: 55.760 | H: 0.958
Epoch  66 | Survival: 0.00 | Target: 0.00 | Reward A: 33.725 | H: 0.960
Epoch  67 | Survival: 0.20 | Target: 0.20 | Reward A: 64.609 | H: 0.964
Epoch  68 | Survival: 0.00 | Target: 0.00 | Reward A: 54.285 | H: 0.979
Epoch  69 | Survival: 0.50 | Target: 0.50 | Reward A: 63.106 | H: 0.971
Epoch  70 | Survival: 0.00 | Target: 0.00 | Reward A: 51.940 | H: 0.972
Epoch  71 | Survival: 0.20 | Target: 0.20 | Reward A: 69.776 | H: 0.974
Epoch  72 | Survival: 0.00 | Target: 0.00 | Reward A: 30.033 | H: 0.979
Epoch  73 | Survival: 0.00 | Target: 0.00 | Reward A: 56.961 | H: 0.981
Epoch  74 | Survival: 0.20 | Target: 0.20 | Reward A: 64.965 | H: 0.979
Epoch  75 | Survival: 0.00 | Target: 0.00 | Reward A: 40.933 | H: 0.971
Epoch  76 | Survival: 0.00 | Target: 0.00 | Reward A: 35.387 | H: 0.967
Epoch  77 | Survival: 0.30 | Target: 0.30 | Reward A: 71.836 | H: 0.985
Epoch  78 | Survival: 0.10 | Target: 0.10 | Reward A: 53.450 | H: 0.977
Epoch  79 | Survival: 0.10 | Target: 0.10 | Reward A: 65.833 | H: 0.973
Epoch  80 | Survival: 1.00 | Target: 1.00 | Reward A: 6.306 | H: 0.917
Epoch  81 | Survival: 0.10 | Target: 0.10 | Reward A: 50.892 | H: 0.946
Epoch  82 | Survival: 0.00 | Target: 0.00 | Reward A: 45.790 | H: 0.987
Epoch  83 | Survival: 0.40 | Target: 0.40 | Reward A: 66.724 | H: 0.948
Epoch  84 | Survival: 0.20 | Target: 0.20 | Reward A: 63.969 | H: 0.961
Epoch  85 | Survival: 0.00 | Target: 0.00 | Reward A: 66.533 | H: 0.965
Epoch  86 | Survival: 0.00 | Target: 0.00 | Reward A: 42.276 | H: 0.949
Epoch  87 | Survival: 0.10 | Target: 0.10 | Reward A: 64.503 | H: 0.958
Epoch  88 | Survival: 0.40 | Target: 0.40 | Reward A: 47.216 | H: 0.955
Epoch  89 | Survival: 0.70 | Target: 0.70 | Reward A: 55.338 | H: 0.953
Epoch  90 | Survival: 0.00 | Target: 0.00 | Reward A: 28.775 | H: 0.966
Epoch  91 | Survival: 0.10 | Target: 0.10 | Reward A: 66.844 | H: 0.956
Epoch  92 | Survival: 0.10 | Target: 0.10 | Reward A: 39.679 | H: 0.935
Epoch  93 | Survival: 0.00 | Target: 0.00 | Reward A: 66.635 | H: 0.935
Epoch  94 | Survival: 0.00 | Target: 0.00 | Reward A: 50.408 | H: 0.936
Epoch  95 | Survival: 0.00 | Target: 0.00 | Reward A: 44.540 | H: 0.950
Epoch  96 | Survival: 0.30 | Target: 0.30 | Reward A: 56.918 | H: 0.979
Epoch  97 | Survival: 0.80 | Target: 0.80 | Reward A: 29.066 | H: 0.950
Epoch  98 | Survival: 0.30 | Target: 0.30 | Reward A: 53.719 | H: 0.987
Epoch  99 | Survival: 0.00 | Target: 0.00 | Reward A: 46.456 | H: 0.944
